2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03
14,13,14,14,13,13,14,14,15,15,14,14,13,13,13,14,14,13,13,13,14,14,14,14,13,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
